DATE,CSUSHPISA,Year,Month,Per_Capita_GDP,working_age_pop,CPI,UNRATE,EmpRate,Cons_Material,FEDFUNDS,Num_Households,median_income,Subsidy
2018-04-01,201.411,2018,5,61431.333333333336,206405300,250.792,3.8,70.7189,236.8,1.7,127586.0,75790,38.859
2018-05-01,202.189,2018,6,61526.666666666664,206573400,251.018,4.0,70.69278,239.2,1.82,127586.0,75790,38.859
2018-06-01,202.874,2018,7,61622.0,206632700,251.214,3.8,70.86824,239.6,1.91,127586.0,75790,38.859
2018-07-01,203.65,2018,8,61621.0,206731900,251.663,3.8,70.57421,239.4,1.91,127586.0,75790,38.859
2018-08-01,204.31,2018,9,61620.0,206679900,252.182,3.7,70.7655,240.0,1.95,127586.0,75790,38.859
2018-09-01,205.076,2018,10,61619.0,206654700,252.772,3.8,70.93596,238.7,2.19,127586.0,75790,38.859
2018-10-01,205.651,2018,11,61725.666666666664,206623700,252.594,3.8,70.98980999999999,238.8,2.2,127586.0,75790,38.859
2018-11-01,206.145,2018,12,61832.333333333336,206793300,252.767,3.9,71.00709,238.3,2.27,127586.0,75790,38.859
2018-12-01,206.535,2019,1,61939.0,206309000,252.561,4.0,71.02974,238.5,2.4,128579.0,81210,40.185
2019-01-01,206.861,2019,2,62087.666666666664,206288500,253.319,3.8,71.07077,238.1,2.4,128579.0,81210,40.185
2019-02-01,207.081,2019,3,62236.333333333336,206123400,254.277,3.8,71.05695,238.1,2.41,128579.0,81210,40.185
2019-03-01,207.534,2019,4,62385.0,206169300,255.233,3.7,71.13994,237.2,2.42,128579.0,81210,40.185
2019-04-01,208.131,2019,5,62597.333333333336,206452500,255.296,3.6,71.14645,237.3,2.39,128579.0,81210,40.185
2019-05-01,208.569,2019,6,62809.666666666664,206523400,255.213,3.6,71.24625999999999,236.3,2.38,128579.0,81210,40.185
2019-06-01,209.175,2019,7,63022.0,206374300,255.802,3.7,71.26814,235.6,2.4,128579.0,81210,40.185
2019-07-01,210.029,2019,8,63134.666666666664,206404600,256.036,3.6,71.41679,234.4,2.13,128579.0,81210,40.185
2019-08-01,210.83,2019,9,63247.333333333336,206318100,256.43,3.5,71.70893000000001,234.4,2.04,128579.0,81210,40.185
2019-09-01,211.728,2019,10,63360.0,206201400,257.155,3.6,71.71954000000001,233.8,1.83,128579.0,81210,40.185
2019-10-01,212.773,2019,11,63045.0,206222500,257.879,3.6,71.69466,232.8,1.55,128579.0,81210,40.185
2019-11-01,213.949,2019,12,62730.0,206291400,258.63,3.6,71.69115,232.2,1.55,128579.0,81210,40.185
2019-12-01,215.048,2020,1,62415.0,205720500,259.127,3.6,71.76290999999999,233.4,1.55,128451.0,79560,44.147
2020-01-01,215.913,2020,2,60756.666666666664,205618700,259.25,3.5,71.80468,234.6,1.58,128451.0,79560,44.147
2020-02-01,216.46,2020,3,59098.333333333336,205289900,258.076,4.4,70.51028000000001,236.3,0.65,128451.0,79560,44.147
2020-03-01,216.85,2020,4,57440.0,206886900,256.032,14.8,60.16855,234.3,0.05,128451.0,79560,44.147
2020-04-01,216.942,2020,5,58928.666666666664,206854900,255.802,13.2,62.2386,233.3,0.05,128451.0,79560,44.147
2020-05-01,217.467,2020,6,60417.333333333336,205547300,257.042,11.0,64.78522,234.8,0.08,128451.0,79560,44.147
2020-06-01,219.168,2020,7,61906.0,205342600,258.352,10.2,65.38812,237.0,0.09,128451.0,79560,44.147
2020-07-01,222.271,2020,8,62118.666666666664,205698200,259.316,8.4,66.8561,240.9,0.1,128451.0,79560,44.147
2020-08-01,225.716,2020,9,62331.333333333336,206104900,259.997,7.8,66.91418,246.9,0.09,128451.0,79560,44.147
2020-09-01,229.664,2020,10,62544.0,205989000,260.319,6.9,67.90632,246.4,0.09,128451.0,79560,44.147
2020-10-01,233.25,2020,11,62835.333333333336,206190800,260.911,6.7,67.82595,244.3,0.09,128451.0,79560,44.147
2020-11-01,236.575,2020,12,63126.666666666664,206191100,262.045,6.7,67.94363,248.0,0.09,128451.0,79560,44.147
2020-12-01,239.748,2021,1,63418.0,205123900,262.639,6.4,68.19142,256.4,0.09,129224.0,79260,45.299
2021-01-01,242.479,2021,2,63739.666666666664,205112100,263.573,6.2,68.46664,264.6,0.08,129224.0,79260,45.299
2021-02-01,245.547,2021,3,64061.333333333336,205109700,264.847,6.1,68.58335,276.7,0.07,129224.0,79260,45.299
2021-03-01,249.079,2021,4,64383.0,205478800,266.625,6.1,68.64576,291.8,0.07,129224.0,79260,45.299
2021-04-01,253.256,2021,5,64538.666666666664,205641200,268.404,5.8,68.97501,305.9,0.06,129224.0,79260,45.299
2021-05-01,258.021,2021,6,64694.333333333336,205401900,270.71,5.9,69.10757,315.7,0.08,129224.0,79260,45.299
2021-06-01,262.38,2021,7,64850.0,205310900,271.965,5.4,69.67401,313.542,0.1,129224.0,79260,45.299
2021-07-01,266.582,2021,8,65208.333333333336,205312100,272.752,5.1,69.68004,313.083,0.09,129224.0,79260,45.299
2021-08-01,270.156,2021,9,65566.66666666667,205484300,273.942,4.7,69.93228,317.136,0.08,129224.0,79260,45.299
2021-09-01,273.616,2021,10,65925.0,205364900,276.528,4.5,70.22279,322.12,0.08,129224.0,79260,45.299
2021-10-01,277.376,2021,11,65844.66666666667,205381700,278.824,4.2,70.63979,328.94,0.08,129224.0,79260,45.299
2021-11-01,281.593,2021,12,65764.33333333333,205374600,280.806,3.9,70.82446999999999,335.032,0.08,129224.0,79260,45.299
2021-12-01,286.35,2022,1,65684.0,207025000,282.542,4.0,70.71904,345.742,0.08,131202.0,77540,48.021
2022-01-01,291.35200000000003,2022,2,65666.33333333333,206930300,284.525,3.8,70.90337,343.583,0.08,131202.0,77540,48.021
2022-02-01,296.502,2022,3,65648.66666666667,206795400,287.467,3.7,71.21838000000001,345.852,0.2,131202.0,77540,48.021
2022-03-01,300.42400000000004,2022,4,65631.0,206913700,288.582,3.7,71.1949,343.786,0.33,131202.0,77540,48.021
2022-04-01,303.314,2022,5,65733.66666666667,207126700,291.299,3.6,71.36156,353.015,0.77,131202.0,77540,48.021
2022-05-01,304.036,2022,6,65836.33333333333,207384400,295.072,3.6,71.23389,349.8,1.21,131202.0,77540,48.021
2022-06-01,303.111,2022,7,65939.0,207495300,294.94,3.5,71.3246,346.79,1.68,131202.0,77540,48.021
2022-07-01,300.998,2022,8,66073.0,207446800,295.162,3.6,71.48444,342.753,2.33,131202.0,77540,48.021
2022-08-01,299.023,2022,9,66207.0,207518300,296.421,3.5,71.41779,336.464,2.56,131202.0,77540,48.021
2022-09-01,298.778,2022,10,66341.0,207574000,297.979,3.6,71.3061,333.796,3.08,131202.0,77540,48.021
2022-10-01,298.575,2022,11,66451.66666666667,207614400,298.708,3.6,71.33207,330.369,3.78,131202.0,77540,48.021
2022-11-01,297.842,2022,12,66562.33333333333,207636600,298.808,3.5,71.61745,326.449,4.1,131202.0,77540,48.021
2022-12-01,297.768,2023,1,66673.0,208254800,300.456,3.5,71.67134,327.338,4.33,131434.0,80610,53.573
2023-01-01,298.038,2023,2,66763.66666666667,208249100,301.476,3.6,71.78186,330.532,4.57,131434.0,80610,53.573
2023-02-01,298.986,2023,3,66854.33333333333,208145900,301.643,3.5,71.85808,331.729,4.65,131434.0,80610,53.573
2023-03-01,300.249,2023,4,66945.0,208264600,302.858,3.4,71.95604,333.366,4.83,131434.0,80610,53.573
2023-04-01,302.146,2023,5,67129.66666666667,208483500,303.316,3.6,71.93774,337.473,5.06,131434.0,80610,53.573
2023-05-01,304.028,2023,6,67314.33333333333,208656700,304.099,3.6,71.98534000000001,337.336,5.08,131434.0,80610,53.573
2023-06-01,306.23400000000004,2023,7,67499.0,208816400,304.615,3.5,71.94326,334.512,5.12,131434.0,80610,53.573
